DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytes/s,FlowPackets/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets/s,BwdPackets/s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down/UpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,Fwd1HeaderLength,FwdAvgBytes/Bulk,FwdAvgPackets/Bulk,FwdAvgBulkRate,BwdAvgBytes/Bulk,BwdAvgPackets/Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin
80,9036773,4,0,24,0,6,6,6,0,0,0,0,0,2.6558153,0.442635883,3012257.667,5217378.994,9036768,1,9036773,3012257.667,5217378.994,9036768,1,0,0,0,0,0,0,0,0,0,80,0,0.442635883,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,9036768,0,9036768,9036768
80,9034774,5,0,30,0,6,6,6,0,0,0,0,0,3.320503645,0.553417274,2258693.5,4516719.024,9033772,1,9034774,2258693.5,4516719.024,9033772,1,0,0,0,0,0,0,0,0,0,100,0,0.553417274,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1002,0,1002,1002,9033772,0,9033772,9033772
80,9034764,4,0,24,0,6,6,6,0,0,0,0,0,2.656405856,0.442734309,3011588,5215360.89,9033768,3,9034764,3011588,5215360.89,9033768,3,0,0,0,0,0,0,0,0,0,80,0,0.442734309,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,996,0,996,996,9033768,0,9033768,9033768
80,9033755,4,0,24,0,6,6,6,0,0,0,0,0,2.656702556,0.442783759,3011251.667,5214777.477,9032758,3,9033755,3011251.667,5214777.477,9032758,3,0,0,0,0,0,0,0,0,0,80,0,0.442783759,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,997,0,997,997,9032758,0,9032758,9032758
80,9032757,4,0,24,0,6,6,6,0,0,0,0,0,2.656996087,0.442832681,3010919,5214205.612,9031765,3,9032757,3010919,5214205.612,9031765,3,0,0,0,0,0,0,0,0,0,80,0,0.442832681,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,992,0,992,992,9031765,0,9031765,9031765
80,9029739,4,0,24,0,6,6,6,0,0,0,0,0,2.657884132,0.442980689,3009913,5212451.911,9028734,3,9029739,3009913,5212451.911,9028734,3,0,0,0,0,0,0,0,0,0,80,0,0.442980689,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1005,0,1005,1005,9028734,0,9028734,9028734
80,9025743,5,0,30,0,6,6,6,0,0,0,0,0,3.323826083,0.553971014,2256435.75,4510203.227,9021740,1,9025743,2256435.75,4510203.227,9021740,1,0,0,0,0,0,0,0,0,0,100,0,0.553971014,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4003,0,4003,4003,9021740,0,9021740,9021740
80,9031755,4,0,24,0,6,6,6,0,0,0,0,0,2.657290859,0.44288181,3010585,5213599.395,9030731,3,9031755,3010585,5213599.395,9030731,3,0,0,0,0,0,0,0,0,0,80,0,0.44288181,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1024,0,1024,1024,9030731,0,9030731,9030731
80,9027709,5,0,30,0,6,6,6,0,0,0,0,0,3.32310224,0.553850373,2256927.25,4512503.858,9025683,3,9027709,2256927.25,4512503.858,9025683,3,0,0,0,0,0,0,0,0,0,100,0,0.553850373,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2026,0,2026,2026,9025683,0,9025683,9025683
80,9025682,6,0,36,0,6,6,6,0,0,0,0,0,3.988618256,0.664769709,1805136.4,4034183.736,9021703,2,9025682,1805136.4,4034183.736,9021703,2,0,0,0,0,0,0,0,0,0,120,0,0.664769709,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,3979,0,3979,3979,9021703,0,9021703,9021703
80,9011713,4,0,24,0,6,6,6,0,0,0,0,0,2.663200659,0.443866776,3003904.333,5202056.719,9010722,3,9011713,3003904.333,5202056.719,9010722,3,0,0,0,0,0,0,0,0,0,80,0,0.443866776,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,991,0,991,991,9010722,0,9010722,9010722
80,9013709,4,0,24,0,6,6,6,0,0,0,0,0,2.662610919,0.443768486,3004569.667,5203192.656,9012699,3,9013709,3004569.667,5203192.656,9012699,3,0,0,0,0,0,0,0,0,0,80,0,0.443768486,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1010,0,1010,1010,9012699,0,9012699,9012699
80,9009324,4,0,24,0,6,6,6,0,0,0,0,0,2.663906859,0.443984477,3003108,5200874.859,9008561,354,9009324,3003108,5200874.859,9008561,354,0,0,0,0,0,0,0,0,0,80,0,0.443984477,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,763,0,763,763,9008561,0,9008561,9008561
80,9009849,4,0,24,0,6,6,6,0,0,0,0,0,2.663751634,0.443958606,3003283,5201837.879,9009848,0,9009849,3003283,5201837.879,9009848,0,0,0,0,0,0,0,0,0,0,80,0,0.443958606,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1,0,1,1,9009848,0,9009848,9009848
80,8984846,5,0,30,0,6,6,6,0,0,0,0,0,3.338955392,0.556492565,2246211.5,4489749.172,8980835,2,8984846,2246211.5,4489749.172,8980835,2,0,0,0,0,0,0,0,0,0,100,0,0.556492565,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4011,0,4011,4011,8980835,0,8980835,8980835
80,8984898,5,0,30,0,6,6,6,0,0,0,0,0,3.338936068,0.556489345,2246224.5,4490448.409,8981897,3,8984898,2246224.5,4490448.409,8981897,3,0,0,0,0,0,0,0,0,0,100,0,0.556489345,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3001,0,3001,3001,8981897,0,8981897,8981897
80,8975794,4,0,24,0,6,6,6,0,0,0,0,0,2.673858157,0.445643026,2991931.333,5182171.886,8975788,2,8975794,2991931.333,5182171.886,8975788,2,0,0,0,0,0,0,0,0,0,80,0,0.445643026,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,6,0,6,6,8975788,0,8975788,8975788
80,8957782,4,0,24,0,6,6,6,0,0,0,0,0,2.679234659,0.44653911,2985927.333,5169173.928,8954775,3,8957782,2985927.333,5169173.928,8954775,3,0,0,0,0,0,0,0,0,0,80,0,0.44653911,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3007,0,3007,3007,8954775,0,8954775,8954775
80,8958790,4,0,24,0,6,6,6,0,0,0,0,0,2.678933204,0.446488867,2986263.333,5170608.715,8956768,1004,8958790,2986263.333,5170608.715,8956768,1004,0,0,0,0,0,0,0,0,0,80,0,0.446488867,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2022,0,2022,2022,8956768,0,8956768,8956768
80,8899740,5,0,30,0,6,6,6,0,0,0,0,0,3.370884992,0.561814165,2224935,4448544.763,8897752,4,8899740,2224935,4448544.763,8897752,4,0,0,0,0,0,0,0,0,0,100,0,0.561814165,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1988,0,1988,1988,8897752,0,8897752,8897752
80,8901744,4,0,24,0,6,6,6,0,0,0,0,0,2.696100899,0.44935015,2967248,5138571.283,8900759,1,8901744,2967248,5138571.283,8900759,1,0,0,0,0,0,0,0,0,0,80,0,0.44935015,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,985,0,985,985,8900759,0,8900759,8900759
80,8898731,4,0,24,0,6,6,6,0,0,0,0,0,2.697013765,0.449502294,2966243.667,5136839.52,8897755,5,8898731,2966243.667,5136839.52,8897755,5,0,0,0,0,0,0,0,0,0,80,0,0.449502294,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,976,0,976,976,8897755,0,8897755,8897755
80,8897750,4,0,24,0,6,6,6,0,0,0,0,0,2.697311118,0.449551853,2965916.667,5136243.697,8896740,3,8897750,2965916.667,5136243.697,8896740,3,0,0,0,0,0,0,0,0,0,80,0,0.449551853,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1010,0,1010,1010,8896740,0,8896740,8896740
80,8888745,4,0,24,0,6,6,6,0,0,0,0,0,2.700043707,0.450007284,2962915,5128474.654,8884767,4,8888745,2962915,5128474.654,8884767,4,0,0,0,0,0,0,0,0,0,80,0,0.450007284,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3978,0,3978,3978,8884767,0,8884767,8884767
80,8888754,5,0,30,0,6,6,6,0,0,0,0,0,3.375051216,0.562508536,2222188.5,4441720.064,8884768,1,8888754,2222188.5,4441720.064,8884768,1,0,0,0,0,0,0,0,0,0,100,0,0.562508536,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3986,0,3986,3986,8884768,0,8884768,8884768
80,8872769,4,0,24,0,6,6,6,0,0,0,0,0,2.704905312,0.450817552,2957589.667,5121847.755,8871790,4,8872769,2957589.667,5121847.755,8871790,4,0,0,0,0,0,0,0,0,0,80,0,0.450817552,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,979,0,979,979,8871790,0,8871790,8871790
80,8873791,4,0,24,0,6,6,6,0,0,0,0,0,2.704593786,0.450765631,2957930.333,5123282.158,8873787,0,8873791,2957930.333,5123282.158,8873787,0,0,0,0,0,0,0,0,0,0,80,0,0.450765631,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,8873787,0,8873787,8873787
80,8345551,4,0,24,0,6,6,6,0,0,0,0,0,2.875783756,0.479297293,2781850.333,4817735.406,8344892,328,8345551,2781850.333,4817735.406,8344892,328,0,0,0,0,0,0,0,0,0,80,0,0.479297293,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,659,0,659,659,8344892,0,8344892,8344892
80,8280801,4,0,24,0,6,6,6,0,0,0,0,0,2.898270348,0.483045058,2760267,4780919.222,8280797,1,8280801,2760267,4780919.222,8280797,1,0,0,0,0,0,0,0,0,0,80,0,0.483045058,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,8280797,0,8280797,8280797
80,8279816,4,0,24,0,6,6,6,0,0,0,0,0,2.898615138,0.483102523,2759938.667,4780349.666,8279811,1,8279816,2759938.667,4780349.666,8279811,1,0,0,0,0,0,0,0,0,0,80,0,0.483102523,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,8279811,0,8279811,8279811
80,8275782,4,0,24,0,6,6,6,0,0,0,0,0,2.900028058,0.48333801,2758594,4777165.028,8274789,3,8275782,2758594,4777165.028,8274789,3,0,0,0,0,0,0,0,0,0,80,0,0.48333801,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993,0,993,993,8274789,0,8274789,8274789
80,8273778,5,0,30,0,6,6,6,0,0,0,0,0,3.625913096,0.604318849,2068444.5,4136230.359,8272790,0,8273778,2068444.5,4136230.359,8272790,0,0,0,0,0,0,0,0,0,0,100,0,0.604318849,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,988,0,988,988,8272790,0,8272790,8272790
80,8272683,5,0,30,0,6,6,6,0,0,0,0,0,3.626393034,0.604398839,2068170.75,4134480.917,8269892,325,8272683,2068170.75,4134480.917,8269892,325,0,0,0,0,0,0,0,0,0,100,0,0.604398839,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2791,0,2791,2791,8269892,0,8269892,8269892
80,8273825,5,0,30,0,6,6,6,0,0,0,0,0,3.625892498,0.604315416,2068456.25,4136244.527,8272823,1,8273825,2068456.25,4136244.527,8272823,1,0,0,0,0,0,0,0,0,0,100,0,0.604315416,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1002,0,1002,1002,8272823,0,8272823,8272823
80,8253840,5,0,30,0,6,6,6,0,0,0,0,0,3.634671862,0.605778644,2063460,4125589.36,8251844,1,8253840,2063460,4125589.36,8251844,1,0,0,0,0,0,0,0,0,0,100,0,0.605778644,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1996,0,1996,1996,8251844,0,8251844,8251844
80,8250804,5,0,30,0,6,6,6,0,0,0,0,0,3.636009291,0.606001548,2062701,4123922.701,8248585,337,8250804,2062701,4123922.701,8248585,337,0,0,0,0,0,0,0,0,0,100,0,0.606001548,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2219,0,2219,2219,8248585,0,8248585,8248585
80,7041199,4,0,24,0,6,6,6,0,0,0,0,0,3.408510397,0.568085066,2347066.333,4064176.398,7039973,376,7041199,2347066.333,4064176.398,7039973,376,0,0,0,0,0,0,0,0,0,80,0,0.568085066,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1226,0,1226,1226,7039973,0,7039973,7039973
80,7038837,5,0,30,0,6,6,6,0,0,0,0,0,4.262067725,0.710344621,1759709.25,3518075.851,7036823,170,7038837,1759709.25,3518075.851,7036823,170,0,0,0,0,0,0,0,0,0,100,0,0.710344621,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2014,0,2014,2014,7036823,0,7036823,7036823
80,7033834,4,0,24,0,6,6,6,0,0,0,0,0,3.412079387,0.568679898,2344611.333,4060122.556,7032837,4,7033834,2344611.333,4060122.556,7032837,4,0,0,0,0,0,0,0,0,0,80,0,0.568679898,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,997,0,997,997,7032837,0,7032837,7032837
80,7030818,4,0,24,0,6,6,6,0,0,0,0,0,3.413543061,0.568923844,2343606,4059240.335,7030813,1,7030818,2343606,4059240.335,7030813,1,0,0,0,0,0,0,0,0,0,80,0,0.568923844,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,7030813,0,7030813,7030813
80,7029822,4,0,24,0,6,6,6,0,0,0,0,0,3.414026699,0.56900445,2343274,4056936.83,7027821,3,7029822,2343274,4056936.83,7027821,3,0,0,0,0,0,0,0,0,0,80,0,0.56900445,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2001,0,2001,2001,7027821,0,7027821,7027821
80,7031848,4,0,24,0,6,6,6,0,0,0,0,0,3.413043058,0.56884051,2343949.333,4058970.743,7030845,1,7031848,2343949.333,4058970.743,7030845,1,0,0,0,0,0,0,0,0,0,80,0,0.56884051,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003,0,1003,1003,7030845,0,7030845,7030845
80,7028821,5,0,30,0,6,6,6,0,0,0,0,0,4.268141129,0.711356855,1757205.25,3513760.53,7027846,1,7028821,1757205.25,3513760.53,7027846,1,0,0,0,0,0,0,0,0,0,100,0,0.711356855,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,975,0,975,975,7027846,0,7027846,7027846
80,7027818,6,0,36,0,6,6,6,0,0,0,0,0,5.122500327,0.853750054,1405563.6,3142369.476,7026805,1,7027818,1405563.6,3142369.476,7026805,1,0,0,0,0,0,0,0,0,0,120,0,0.853750054,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1013,0,1013,1013,7026805,0,7026805,7026805
80,7027741,4,0,24,0,6,6,6,0,0,0,0,0,3.415037634,0.569172939,2342580.333,4056707.795,7026863,190,7027741,2342580.333,4056707.795,7026863,190,0,0,0,0,0,0,0,0,0,80,0,0.569172939,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,878,0,878,878,7026863,0,7026863,7026863
80,7026542,4,0,24,0,6,6,6,0,0,0,0,0,3.415620372,0.569270062,2342180.667,4056201.74,7025879,321,7026542,2342180.667,4056201.74,7025879,321,0,0,0,0,0,0,0,0,0,80,0,0.569270062,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,663,0,663,663,7025879,0,7025879,7025879
80,7024574,4,0,24,0,6,6,6,0,0,0,0,0,3.41657729,0.569429548,2341524.667,4054880.187,7023697,345,7024574,2341524.667,4054880.187,7023697,345,0,0,0,0,0,0,0,0,0,80,0,0.569429548,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,877,0,877,877,7023697,0,7023697,7023697
80,7016021,5,0,30,0,6,6,6,0,0,0,0,0,4.275927908,0.712654651,1754005.25,3507397.167,7015101,219,7016021,1754005.25,3507397.167,7015101,219,0,0,0,0,0,0,0,0,0,100,0,0.712654651,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,920,0,920,920,7015101,0,7015101,7015101
80,6995748,4,0,24,0,6,6,6,0,0,0,0,0,3.430655307,0.571775884,2331916,4038211.531,6994841,2,6995748,2331916,4038211.531,6994841,2,0,0,0,0,0,0,0,0,0,80,0,0.571775884,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,907,0,907,907,6994841,0,6994841,6994841
80,6996857,5,0,30,0,6,6,6,0,0,0,0,0,4.287639436,0.714606573,1749214.25,3497089.183,6994848,188,6996857,1749214.25,3497089.183,6994848,188,0,0,0,0,0,0,0,0,0,100,0,0.714606573,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2009,0,2009,2009,6994848,0,6994848,6994848
80,6993808,4,0,24,0,6,6,6,0,0,0,0,0,3.43160693,0.571934488,2331269.333,4037023.06,6992822,2,6993808,2331269.333,4037023.06,6992822,2,0,0,0,0,0,0,0,0,0,80,0,0.571934488,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,986,0,986,986,6992822,0,6992822,6992822
