DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytes/s,FlowPackets/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets/s,BwdPackets/s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down/UpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,Fwd1HeaderLength,FwdAvgBytes/Bulk,FwdAvgPackets/Bulk,FwdAvgBulkRate,BwdAvgBytes/Bulk,BwdAvgPackets/Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin
40538,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0
137,3033486,3,3,150,0,50,50,50,0,0,0,0,0,49.44806075,1.97792243,606697.2,784773.977,1466595,33493,2999826,1499913,247.4873734,1500088,1499738,2999901,1499950.5,430.6280297,1500255,1499646,0,0,0,0,72,84,0.988961215,0.988961215,0,50,28.57142857,26.72612419,714.2857143,0,0,0,0,0,0,0,0,1,33.33333333,50,0,72,0,0,0,0,0,0,3,150,3,0,-1,-1,2,20,0,0,0,0,0,0,0,0
53,24201,2,2,80,202,40,40,40,0,101,101,101,0,11652.41106,165.2824263,8067,13967.25771,24195,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,82.64121317,82.64121317,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40,101,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0
80,36613,1,1,0,0,0,0,0,0,0,0,0,0,0,54.62540628,36613,0,36613,36613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27.31270314,27.31270314,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,256,946,0,20,0,0,0,0,0,0,0,0
53,47353,2,2,68,690,34,34,34,0,345,345,345,0,16007.43353,84.47194476,15784.33333,27294.24367,47301,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,40,42.23597238,42.23597238,34,345,158.4,170.3417154,29016.3,0,0,0,0,0,0,0,0,1,198,34,345,64,0,0,0,0,0,0,2,68,2,690,-1,-1,1,32,0,0,0,0,0,0,0,0
443,1645125,3,3,0,0,0,0,0,0,0,0,0,0,0,3.647139275,329025,155773.0374,502645,215097,1429747,714873.5,4056.671604,717742,712005,1430028,715014,4215.770629,717995,712033,0,0,0,0,92,60,1.823569638,1.823569638,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,92,0,0,0,0,0,0,3,0,3,0,8192,0,0,28,0,0,0,0,0,0,0,0
53,184,2,2,66,278,33,33,33,0,139,139,139,0,1869565.217,21739.13043,61.33333333,99.3042463,176,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,10869.56522,10869.56522,33,139,75.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,94.25,33,139,40,0,0,0,0,0,0,2,66,2,278,-1,-1,1,20,0,0,0,0,0,0,0,0
53,354549,2,2,86,250,43,43,43,0,125,125,125,0,947.6828309,11.28193846,118183,204695.4965,354545,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,40,5.640969231,5.640969231,43,125,75.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,94.75,43,125,64,0,0,0,0,0,0,2,86,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0
53,213,2,2,84,140,42,42,42,0,70,70,70,0,1051643.192,18779.34272,71,39.83716857,117,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,9389.671362,9389.671362,42,70,53.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,66.5,42,70,40,0,0,0,0,0,0,2,84,2,140,-1,-1,1,20,0,0,0,0,0,0,0,0
53304,75,1,1,0,0,0,0,0,0,0,0,0,0,0,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13333.33333,13333.33333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,31,32850,0,20,0,0,0,0,0,0,0,0
21,8976139,9,15,106,188,26,0,11.77777778,9.614803401,34,0,12.53333333,14.54975045,32.75350348,2.673755386,390266.913,1022950.803,3504241,3,6357092,794636.5,1482022.495,3546867,3,8976017,641144.0714,1263990.875,3504241,3,0,0,0,0,296,488,1.00265827,1.671097116,0,34,11.76,12.66649123,160.44,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0
21,258,2,1,14,0,14,0,7,9.899494937,0,0,0,0,54263.56589,11627.90698,129,59.39696962,171,87,258,258,0,258,258,0,0,0,0,0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0
21,290,2,1,14,0,14,0,7,9.899494937,0,0,0,0,48275.86207,10344.82759,145,70.71067812,195,95,290,290,0,290,290,0,0,0,0,0,1,0,0,0,64,20,6896.551724,3448.275862,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0
21,8539689,9,15,99,188,19,0,11,8.529361055,34,0,12.53333333,14.54975045,33.60778127,2.810406796,371290.8261,983798.4833,3500678,3,4996627,624578.375,1165174.423,2797521,3,8539588,609970.5714,1217022.633,3500678,3,0,0,0,0,296,488,1.053902548,1.756504247,0,34,11.48,12.41007655,154.01,0,0,0,1,0,0,0,0,1,11.95833333,11,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0,0,0,0,0,0,0,0
21,8583214,9,15,109,188,30,0,12.11111111,10.32526567,34,0,12.53333333,14.54975045,34.60242282,2.79615538,373183.2174,983732.2,3503486,3,5038707,629838.375,1163504.03,2797667,3,8583116,613079.7143,1216274.869,3503486,4,0,0,0,0,296,488,1.048558267,1.747597112,0,34,11.88,12.85275587,165.1933333,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0,0,0,0,0,0,0,0
21,244,2,1,14,0,14,0,7,9.899494937,0,0,0,0,57377.04918,12295.08197,122,94.75230868,189,55,244,244,0,244,244,0,0,0,0,0,1,0,0,0,64,20,8196.721311,4098.360656,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0
21,9398800,9,15,99,188,20,0,11,8.544003745,34,0,12.53333333,14.54975045,30.53581308,2.55351747,408643.4783,1066706.105,3496574,3,5856096,732012,1355347.556,3053131,3,9398663,671333.0714,1317463.503,3496574,3,0,0,0,0,296,488,0.957569051,1.595948419,0,34,11.48,12.41343358,154.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0,0,0,0,0,0,0,0
21,220,2,1,14,0,14,0,7,9.899494937,0,0,0,0,63636.36364,13636.36364,110,82.02438662,168,52,220,220,0,220,220,0,0,0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0
22,10316530,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,460.7169271,5.137386311,198394.8077,536840.221,2164194,3,8810396,440519.8,782848.1953,2215934,527,10300000,332788.0645,666194.8188,2164194,3,0,0,0,0,680,1032,2.035568161,3.10181815,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0
22,78,1,1,0,0,0,0,0,0,0,0,0,0,0,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0
22,53,1,1,0,0,0,0,0,0,0,0,0,0,0,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0
22,99,1,1,0,0,0,0,0,0,0,0,0,0,0,20202.0202,99,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10101.0101,10101.0101,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0
22,80,1,1,0,0,0,0,0,0,0,0,0,0,0,25000,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12500,12500,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0
22,10822408,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,439.1813726,4.897246528,208123.2308,564311.7586,2165742,4,9261076,463053.8,821724.2869,2221287,318,10800000,349105.1935,700425.5809,2165742,4,0,0,0,0,680,1032,1.940418436,2.956828092,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0
22,78,1,1,0,0,0,0,0,0,0,0,0,0,0,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0
22,11023721,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,431.1611297,4.535673572,224973.898,588511.7408,2032025,3,9070719,503928.8333,837204.5677,2100838,366,11000000,367454.5667,720550.9827,2032025,3,0,0,0,0,616,1000,1.723555957,2.812117614,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0
80,483093,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,24067.82959,18.62995324,60386.625,167071.0318,473818,13,8454,4227,4748.929142,7585,869,483040,96608,210897.052,473818,13,0,0,0,0,72,132,6.209984413,12.41996883,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
80,92284681,8,4,56,11601,20,0,7,5.656854249,7215,0,2900.25,3540.00286,126.3156558,0.130032416,8389516.455,25200000,84100000,1,92200000,13200000,31400000,84100000,1,93241,31080.33333,47441.1099,85702,162,0,0,0,0,172,92,0.086688277,0.043344139,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,5009,0,5009,5009,46100000,53700000,84100000,8131797
80,579346,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,20079.53796,15.53475816,72418.25,204530.7696,578606,3,411,205.5,286.3782464,408,3,579288,115857.6,258684.2704,578606,14,0,0,0,0,72,132,5.178252719,10.35650544,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92183531,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,126.5193454,0.141023021,7681960.917,24200000,84100000,50,92100000,11500000,29400000,84100000,185,93117,31039,47356.26916,85564,187,0,0,0,0,192,92,0.097631322,0.043391699,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,1604,0,1604,1604,46000000,53700000,84100000,8038253
80,580887,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,20026.27017,15.49354694,72610.875,205151.5492,580335,4,400,200,213.5462479,351,49,580847,116169.4,259476.5076,580335,4,0,0,0,0,72,132,5.164515646,10.32903129,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92181962,8,4,56,11601,20,0,7,5.656854249,10135,0,2900.25,4871.82583,126.4564102,0.130177312,8380178.364,25200000,84100000,3,92100000,13200000,31400000,84100000,3,93628,31209.33333,47582.0645,85993,196,0,0,0,0,172,92,0.086784874,0.043392437,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,803,0,803,803,46000000,53700000,84100000,8036900
80,629327,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1964.053328,18484.82585,15.88999042,69925.22222,209462.9709,628493,2,500,250,326.6833329,481,19,629321,104886.8333,256513.6622,628493,2,0,0,0,0,72,152,4.766997126,11.12299329,0,4380,1057.545455,1734.62119,3008910.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92138573,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,126.5159598,0.130238614,8376233.909,25200000,84100000,47,92100000,13200000,31400000,84100000,156,93449,31149.66667,47549.20286,85898,185,0,0,0,0,172,92,0.086825742,0.043412871,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,886,0,886,886,46000000,53800000,84100000,7993558
80,673185,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,17280.53952,11.88380609,96169.28571,254111.9872,672441,1,490,245,345.0681092,489,1,673142,168285.5,336103.7415,672441,4,0,0,0,0,72,112,4.456427282,7.427378804,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92096295,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,126.704337,0.152014801,7084330.385,23200000,84100000,1,92000000,11500000,29500000,84100000,1,81017,20254.25,39850.75125,80028,4,0,0,0,0,192,112,0.097723801,0.054291001,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,2007,0,2007,2007,46000000,53800000,84100000,7947811
80,673116,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,17282.31092,13.37065231,84139.5,237655.9941,672308,2,469,234.5,255.265548,415,54,673061,134612.2,300581.1443,672308,2,0,0,0,0,72,132,4.456884103,8.913768206,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92145729,9,7,62,11601,20,0,6.888888889,5.30199124,5840,0,1657.285714,1964.895647,126.5712489,0.173637999,6143048.6,21700000,84200000,3,92100000,11500000,29500000,84200000,3,35535,5922.5,13764.40962,34009,46,0,0,0,0,192,152,0.097671374,0.075966625,0,5840,686.4117647,1465.904374,2148875.632,0,0,0,0,1,0,0,0,0,729.3125,6.888888889,1657.285714,192,0,0,0,0,0,0,9,62,7,11601,256,229,7,20,2730,0,2730,2730,46100000,53900000,84200000,7947816
80,673110,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17282.46498,10.39948894,112185,274523.1665,672553,10,508,254,289.9137803,459,49,673027,224342.3333,388161.89,672553,10,0,0,0,0,72,92,4.456923831,5.942565108,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92143181,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,126.5096329,0.1302321,8376652.818,25200000,84200000,1,92100000,13200000,31400000,84200000,1,35727,11909,19191.67351,34057,187,0,0,0,0,172,92,0.0868214,0.0434107,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,120,0,120,120,46100000,53900000,84200000,7947666
80,673851,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17263.46032,10.38805315,112308.5,274839.8966,673323,3,464,232,323.8549058,461,3,673803,224601,388604.7223,673323,5,0,0,0,0,72,92,4.452022777,5.936030369,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
80,92141543,9,6,62,11601,20,0,6.888888889,5.30199124,4380,0,1933.5,1757.789948,126.576999,0.162793019,6581538.786,22400000,84200000,16,92100000,11500000,29500000,84200000,49,35436,7087.2,15061.04708,34016,16,0,0,0,0,192,132,0.097675812,0.065117208,0,4380,729.3125,1399.285566,1958000.096,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,561,0,561,561,46100000,53900000,84200000,7944921
4003,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
8089,49,1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
32783,90,1,1,0,6,0,0,0,0,6,6,6,0,66666.66667,22222.22222,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11111.11111,11111.11111,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
6788,220,1,1,0,6,0,0,0,0,6,6,6,0,27272.72727,9090.909091,220,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,4545.454545,4545.454545,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
16012,58,1,1,0,6,0,0,0,0,6,6,6,0,103448.2759,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,17241.37931,17241.37931,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
3168,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
1272,48,1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
7106,267,1,1,0,6,0,0,0,0,6,6,6,0,22471.91011,7490.636704,267,0,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,3745.318352,3745.318352,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
2383,34,1,1,0,6,0,0,0,0,6,6,6,0,176470.5882,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,29411.76471,29411.76471,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0
